"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A9C0","2020-03-13 00:00:00","35.000","249.000","1.000","20.000","0.920","1012.900","","1.500","-99.000","-99.000","-99.000","22.900","","18.200",""
"C0C630","2020-03-13 00:00:00","209.000","209.000","1.800","17.700","0.940","992.900","","1.500","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0D550","2020-03-13 00:00:00","1956.000","153.000","0.800","12.400","0.900","813.100","","2.500","-99.000","-99.000","-99.000","14.200","","9.400",""
"C0T9E0","2020-03-13 00:00:00","415.000","231.000","1.800","20.500","0.850","969.200","","0.000","-99.000","-99.000","-99.000","20.500","","13.800",""
"C0U960","2020-03-13 00:00:00","1885.000","2.000","2.600","9.100","0.990","816.500","","0.000","-99.000","-99.000","-99.000","14.200","","5.900",""
"C0AI30","2020-03-13 00:00:00","26.000","265.000","0.900","20.300","0.940","1014.500","","0.500","-99.000","-99.000","-99.000","22.500","","18.100",""
"C0R240","2020-03-13 00:00:00","87.000","20.000","0.500","21.800","0.900","1005.600","","0.000","-99.000","-99.000","-99.000","31.200","","17.300",""
"C0AD30","2020-03-13 00:00:00","20.000","225.000","0.700","20.200","0.870","1012.200","","1.000","-99.000","-99.000","-99.000","22.500","","18.500",""
"C0D430","2020-03-13 00:00:00","87.000","0.000","0.000","18.400","0.990","1006.200","","0.500","-99.000","-99.000","-99.000","19.200","","15.200",""
"C0X210","2020-03-13 00:00:00","38.000","4.000","0.800","21.300","0.910","1010.300","","0.000","-99.000","-99.000","-99.000","28.500","","18.000",""
"C0A660","2020-03-13 00:00:00","97.000","0.000","0.200","18.500","0.920","1005.000","","1.500","-99.000","-99.000","-99.000","22.200","","16.400",""
"C0R680","2020-03-13 00:00:00","13.000","332.000","1.100","23.600","0.930","1014.900","","0.000","-99.000","-99.000","-99.000","25.800","","19.500",""
"C0O840","2020-03-13 00:00:00","134.000","0.000","0.100","23.200","0.880","999.000","","0.000","-99.000","-99.000","-99.000","28.500","","17.500",""
"C0R530","2020-03-13 00:00:00","16.000","6.000","1.900","24.800","0.740","1014.100","","0.000","-99.000","-99.000","-99.000","26.800","","19.200",""
"C0G870","2020-03-13 00:00:00","12.000","28.000","1.900","20.700","0.840","1016.200","","0.000","-99.000","-99.000","-99.000","21.700","","18.500",""
"C0M820","2020-03-13 00:00:00","980.000","73.000","1.300","17.700","0.830","909.400","","0.000","-99.000","-99.000","-99.000","22.800","","14.600",""
"C0F9S0","2020-03-13 00:00:00","43.000","5.000","0.900","21.200","0.800","1012.000","","0.000","-99.000","-99.000","-99.000","23.500","","19.300",""
"C0R160","2020-03-13 00:00:00","45.000","355.000","0.300","23.400","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","29.200","","18.500",""
"C0A950","2020-03-13 00:00:00","60.000","274.000","8.100","19.900","0.900","1009.500","","4.000","-99.000","-99.000","-99.000","20.300","","16.700",""
"C0AH10","2020-03-13 00:00:00","30.000","292.000","2.100","20.800","1.000","1012.800","","0.500","-99.000","-99.000","-99.000","23.600","","18.500",""
"C0E880","2020-03-13 00:00:00","507.000","0.000","0.200","17.500","0.990","959.000","","2.000","-99.000","-99.000","-99.000","20.700","","16.400",""
"C0O960","2020-03-13 00:00:00","112.000","89.000","0.700","21.600","0.860","1003.300","","0.000","-99.000","-99.000","-99.000","30.700","","17.400",""
"C0H950","2020-03-13 00:00:00","192.000","0.000","0.000","19.600","0.980","994.500","","0.000","-99.000","-99.000","-99.000","27.300","","16.400",""
"C0SA60","2020-03-13 00:00:00","6.000","125.000","0.600","21.700","0.910","1014.200","","0.000","-99.000","-99.000","-99.000","25.800","","17.900",""
"C0A540","2020-03-13 00:00:00","401.000","0.000","0.100","16.600","1.000","969.900","","0.500","-99.000","-99.000","-99.000","20.800","","13.800",""
"C0C690","2020-03-13 00:00:00","242.000","329.000","1.100","17.500","0.880","988.800","","3.500","-99.000","-99.000","-99.000","19.600","","15.600",""
"C0V370","2020-03-13 00:00:00","74.000","64.000","0.300","20.800","0.940","1008.300","","0.000","-99.000","-99.000","-99.000","29.500","","16.800",""
"C0I110","2020-03-13 00:00:00","161.000","301.000","0.400","20.700","0.880","998.800","","0.000","-99.000","-99.000","-99.000","26.300","","18.300",""
"C0M750","2020-03-13 00:00:00","10.000","17.000","2.100","21.000","0.850","1015.300","","0.000","-99.000","-99.000","-99.000","24.600","","18.800",""
"C0R340","2020-03-13 00:00:00","230.000","7.000","0.300","21.000","0.990","990.000","","0.000","-99.000","-99.000","-99.000","27.000","","16.800",""
"C0U970","2020-03-13 00:00:00","7.000","18.000","1.600","20.100","0.850","1015.800","","0.000","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0X300","2020-03-13 00:00:00","70.000","0.000","0.000","20.400","0.930","1008.100","","0.000","-99.000","-99.000","-99.000","28.200","","16.800",""
"C0R480","2020-03-13 00:00:00","57.000","350.000","1.300","24.300","0.820","1008.900","","0.000","-99.000","-99.000","-99.000","29.500","","18.800",""
"C0A9E0","2020-03-13 00:00:00","26.000","264.000","1.100","19.900","0.880","1014.200","","1.000","-99.000","-99.000","-99.000","22.100","","18.000",""
"C0R590","2020-03-13 00:00:00","72.000","20.000","1.500","23.800","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","28.800","","18.800",""
"C0G820","2020-03-13 00:00:00","29.000","26.000","0.300","20.800","0.890","1013.400","","0.000","-99.000","-99.000","-99.000","24.000","","17.800",""
"C0U600","2020-03-13 00:00:00","10.000","0.000","0.000","19.200","0.990","1013.900","","0.000","-99.000","-99.000","-99.000","22.700","","15.700",""
"C0U910","2020-03-13 00:00:00","17.000","321.000","0.900","19.400","0.890","1013.500","","0.000","-99.000","-99.000","-99.000","23.000","","15.300",""
"C0V630","2020-03-13 00:00:00","19.000","86.000","0.800","23.200","0.810","1013.500","","0.000","-99.000","-99.000","-99.000","26.700","","19.400",""
"C0D650","2020-03-13 00:00:00","97.000","330.000","1.300","17.800","0.940","1006.000","","3.000","-99.000","-99.000","-99.000","19.900","","16.800",""
"C0K510","2020-03-13 00:00:00","10.000","358.000","1.700","20.500","0.880","1014.700","","0.000","-99.000","-99.000","-99.000","25.000","","18.600",""
"C0V360","2020-03-13 00:00:00","94.000","338.000","0.300","19.800","0.920","1005.300","","0.000","-99.000","-99.000","-99.000","30.600","","15.700",""
"C0M780","2020-03-13 00:00:00","30.000","0.000","0.200","21.000","0.870","1013.400","","0.000","-99.000","-99.000","-99.000","27.600","","17.800",""
"C0K530","2020-03-13 00:00:00","12.000","62.000","1.000","20.500","0.860","1015.300","","0.000","-99.000","-99.000","-99.000","22.300","","18.900",""
"C0V750","2020-03-13 00:00:00","50.000","51.000","1.800","23.400","0.850","1011.300","","0.000","-99.000","-99.000","-99.000","28.900","","19.200",""
"C0M830","2020-03-13 00:00:00","540.000","350.000","0.400","20.200","0.900","957.200","","0.000","-99.000","-99.000","-99.000","26.100","","15.700",""
"C0T790","2020-03-13 00:00:00","2830.000","273.000","3.000","7.900","0.980","728.600","","1.500","9.500","258.000","","8.800","","7.200",""
"C0S730","2020-03-13 00:00:00","110.000","191.000","7.800","23.900","0.960","1002.400","","2.500","-99.000","-99.000","-99.000","25.900","","17.500",""
"C0F0D0","2020-03-13 00:00:00","3171.000","169.000","2.100","5.400","1.000","699.600","","2.000","-99.000","-99.000","-99.000","5.500","","3.400",""
"C0F9X0","2020-03-13 00:00:00","166.000","13.000","2.200","18.500","0.990","998.000","","0.000","-99.000","-99.000","-99.000","21.100","","18.100",""
"C0F9Q0","2020-03-13 00:00:00","149.000","327.000","2.400","18.400","1.000","998.900","","0.000","-99.000","-99.000","-99.000","20.500","","17.900",""
"C0E780","2020-03-13 00:00:00","160.000","0.000","0.000","18.100","1.000","998.600","","0.500","-99.000","-99.000","-99.000","20.000","","16.900",""
"C0SA80","2020-03-13 00:00:00","136.000","265.000","0.600","20.800","0.950","1000.500","","0.500","-99.000","-99.000","-99.000","23.900","","17.600",""
"C0T960","2020-03-13 00:00:00","120.000","0.000","0.100","18.600","0.990","1001.800","","0.000","-99.000","-99.000","-99.000","23.800","","15.700",""
"C0X320","2020-03-13 00:00:00","30.000","33.000","1.000","21.200","0.880","1012.100","","0.000","-99.000","-99.000","-99.000","30.000","","16.800",""
"C0UA50","2020-03-13 00:00:00","808.000","0.000","0.000","16.200","0.960","925.300","","1.500","-99.000","-99.000","-99.000","19.900","","11.500",""
"C0U860","2020-03-13 00:00:00","5.000","0.000","0.100","20.000","0.960","1015.300","","0.000","-99.000","-99.000","-99.000","23.500","","16.200",""
"C0F0C0","2020-03-13 00:00:00","983.000","182.000","3.000","18.700","0.980","907.300","","0.000","-99.000","-99.000","-99.000","20.000","","13.900",""
"C0D480","2020-03-13 00:00:00","223.000","158.000","0.400","17.500","0.980","990.600","","2.000","-99.000","-99.000","-99.000","20.100","","14.700",""
"C0K291","2020-03-13 00:00:00","8.000","4.000","1.500","20.700","0.900","1016.000","","0.000","-99.000","-99.000","-99.000","24.000","","18.500",""
"C0X170","2020-03-13 00:00:00","50.000","41.000","0.600","21.900","0.910","1009.900","","0.000","-99.000","-99.000","-99.000","30.000","","17.700",""
"C0AH30","2020-03-13 00:00:00","755.000","300.000","3.700","16.300","0.990","931.500","","1.500","-99.000","-99.000","-99.000","20.000","","12.900",""
"C0R130","2020-03-13 00:00:00","1040.000","258.000","1.500","18.100","0.990","900.500","","0.000","-99.000","-99.000","-99.000","21.900","","13.800",""
"C0M790","2020-03-13 00:00:00","15.000","21.000","1.300","20.700","0.860","1013.700","","0.000","-99.000","-99.000","-99.000","26.400","","18.300",""
"C0I520","2020-03-13 00:00:00","3860.000","202.000","16.500","1.500","0.910","641.000","","-99.000","31.600","208.000","","2.100","","-0.700",""
"C0C590","2020-03-13 00:00:00","72.000","301.000","1.300","18.200","0.930","1008.200","","4.000","-99.000","-99.000","-99.000","20.400","","16.300",""
"C0G780","2020-03-13 00:00:00","27.000","354.000","1.200","20.900","0.890","1013.400","","0.000","-99.000","-99.000","-99.000","21.700","","19.200",""
"C0V660","2020-03-13 00:00:00","25.000","31.000","1.200","23.200","0.830","1013.500","","0.000","-99.000","-99.000","-99.000","28.300","","19.200",""
"C0F9R0","2020-03-13 00:00:00","20.000","53.000","2.000","19.600","1.000","1015.500","","0.000","-99.000","-99.000","-99.000","20.800","","18.600",""
"C0W130","2020-03-13 00:00:00","18.000","11.000","1.800","21.700","0.870","1013.300","","0.000","-99.000","-99.000","-99.000","22.500","","18.500",""
"C0R100","2020-03-13 00:00:00","1006.000","235.000","0.900","17.800","1.000","906.700","","0.000","-99.000","-99.000","-99.000","23.100","","12.600",""
"C0X120","2020-03-13 00:00:00","28.000","7.000","1.300","22.000","0.860","1014.100","","0.000","-99.000","-99.000","-99.000","28.500","","19.200",""
"C0R670","2020-03-13 00:00:00","26.000","76.000","0.500","23.400","0.850","1014.300","","0.000","-99.000","-99.000","-99.000","28.400","","20.400",""
"C0W110","2020-03-13 00:00:00","16.000","10.000","4.300","13.000","0.980","1016.700","","54.000","-99.000","-99.000","-99.000","13.100","","11.200",""
"CM0130","2020-03-13 00:00:00","11.000","19.000","2.000","22.300","0.760","1015.700","","0.000","-99.000","-99.000","-99.000","24.300","","19.800",""
"C0AC70","2020-03-13 00:00:00","71.000","257.000","1.700","20.300","0.830","1008.300","","0.500","-99.000","-99.000","-99.000","23.900","","17.300",""
"CM0100","2020-03-13 00:00:00","25.000","358.000","1.200","18.900","0.840","1014.200","","2.000","-99.000","-99.000","-99.000","21.000","","17.300",""
"C0X050","2020-03-13 00:00:00","25.000","359.000","0.500","21.400","0.950","1012.400","","0.000","-99.000","-99.000","-99.000","29.400","","17.600",""
"C0K580","2020-03-13 00:00:00","26.000","352.000","1.500","20.500","0.990","1015.100","","0.000","-99.000","-99.000","-99.000","25.000","","18.200",""
"C0G650","2020-03-13 00:00:00","34.000","0.000","0.100","21.200","0.940","1012.600","","0.000","-99.000","-99.000","-99.000","25.400","","18.400",""
"C0T9B0","2020-03-13 00:00:00","558.000","324.000","0.800","-99.000","0.810","953.300","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E850","2020-03-13 00:00:00","104.000","203.000","0.500","17.800","0.970","1004.900","","0.500","-99.000","-99.000","-99.000","19.100","","15.500",""
"C0S990","2020-03-13 00:00:00","409.000","233.000","2.400","22.300","0.890","970.800","","0.000","-99.000","-99.000","-99.000","23.300","","16.200",""
"C0X240","2020-03-13 00:00:00","394.000","187.000","1.600","24.200","0.720","972.400","","0.000","-99.000","-99.000","-99.000","26.200","","16.500",""
"C0I090","2020-03-13 00:00:00","910.000","10.000","0.600","18.400","0.970","916.000","","0.000","-99.000","-99.000","-99.000","21.900","","14.300",""
"C0I490","2020-03-13 00:00:00","1601.000","256.000","4.300","14.200","0.990","845.100","","0.000","-99.000","-99.000","-99.000","18.200","","11.200",""
"C0Z050","2020-03-13 00:00:00","830.000","289.000","0.600","17.100","0.860","925.300","","0.000","-99.000","-99.000","-99.000","18.400","","12.400",""
"C0X150","2020-03-13 00:00:00","18.000","48.000","1.400","22.000","0.880","1015.500","","0.000","-99.000","-99.000","-99.000","29.700","","18.700",""
"C0R690","2020-03-13 00:00:00","248.000","157.000","0.700","22.100","0.990","987.600","","0.000","-99.000","-99.000","-99.000","24.700","","17.100",""
"C0U720","2020-03-13 00:00:00","1260.000","257.000","0.800","15.400","1.000","889.100","","0.000","-99.000","-99.000","-99.000","16.200","","8.600",""
"C0W140","2020-03-13 00:00:00","21.000","0.000","0.200","15.500","0.940","1016.000","","2.500","-99.000","-99.000","-99.000","15.500","","12.900",""
"C0G660","2020-03-13 00:00:00","27.000","31.000","0.300","20.800","0.900","1014.800","","0.000","-99.000","-99.000","-99.000","22.600","","18.400",""
"C0E750","2020-03-13 00:00:00","62.000","0.000","0.200","18.600","0.920","1007.900","","0.000","-99.000","-99.000","-99.000","20.400","","17.700",""
"C0U520","2020-03-13 00:00:00","517.000","237.000","0.800","17.400","0.990","959.400","","0.500","-99.000","-99.000","-99.000","21.200","","12.600",""
"C0T9G0","2020-03-13 00:00:00","605.000","232.000","0.500","19.800","0.860","949.400","","0.000","-99.000","-99.000","-99.000","22.700","","12.800",""
"C0S700","2020-03-13 00:00:00","507.000","160.000","1.200","19.600","0.860","959.800","","0.000","-99.000","-99.000","-99.000","23.000","","14.500",""
"C0Z310","2020-03-13 00:00:00","59.000","330.000","0.500","20.500","0.950","1009.000","","0.000","-99.000","-99.000","-99.000","22.100","","16.400",""
"C0V610","2020-03-13 00:00:00","22.000","10.000","0.300","23.700","0.800","1013.400","","0.000","-99.000","-99.000","-99.000","28.200","","18.900",""
"C0E610","2020-03-13 00:00:00","850.000","239.000","0.800","17.400","0.960","922.400","","0.500","-99.000","-99.000","-99.000","20.400","","14.400",""
"C0R280","2020-03-13 00:00:00","242.000","0.000","0.000","21.600","0.990","989.200","","0.000","-99.000","-99.000","-99.000","24.900","","16.800",""
"C0V450","2020-03-13 00:00:00","51.000","0.000","0.200","23.500","0.990","1010.000","","0.000","-99.000","-99.000","-99.000","28.700","","18.400",""
"C0M720","2020-03-13 00:00:00","225.000","94.000","0.300","21.700","0.870","990.300","","0.000","-99.000","-99.000","-99.000","25.900","","17.600",""
"C0AD10","2020-03-13 00:00:00","27.000","305.000","1.300","19.800","0.970","1013.100","","1.500","-99.000","-99.000","-99.000","20.900","","17.700",""
"C0Z180","2020-03-13 00:00:00","34.000","231.000","0.600","20.100","0.880","1011.200","","0.000","-99.000","-99.000","-99.000","23.400","","16.800",""
"C0K420","2020-03-13 00:00:00","42.000","14.000","1.400","19.900","0.890","1011.700","","0.000","-99.000","-99.000","-99.000","23.500","","18.200",""
"C0D540","2020-03-13 00:00:00","227.000","226.000","0.500","17.600","0.970","991.800","","1.000","-99.000","-99.000","-99.000","20.400","","14.600",""
"C0E590","2020-03-13 00:00:00","40.000","8.000","0.800","18.500","1.000","1011.700","","0.500","-99.000","-99.000","-99.000","20.100","","16.300",""
"C0Z330","2020-03-13 00:00:00","488.000","287.000","1.100","19.700","0.990","962.400","","0.000","-99.000","-99.000","-99.000","19.700","","13.600",""
"C0R580","2020-03-13 00:00:00","10.000","349.000","1.100","24.900","0.830","1014.800","","0.000","-99.000","-99.000","-99.000","28.200","","19.300",""
"C0S810","2020-03-13 00:00:00","65.000","220.000","3.000","24.600","0.850","1010.200","","0.500","-99.000","-99.000","-99.000","25.100","","17.600",""
"C0K490","2020-03-13 00:00:00","91.000","0.000","0.000","20.200","0.890","1005.800","","0.000","-99.000","-99.000","-99.000","25.800","","17.500",""
"C0SA20","2020-03-13 00:00:00","857.000","240.000","0.700","18.100","1.000","921.100","","0.500","-99.000","-99.000","-99.000","21.100","","12.900",""
"CM0140","2020-03-13 00:00:00","26.000","227.000","2.200","25.200","0.800","1012.800","","0.000","-99.000","-99.000","-99.000","25.200","","18.800",""
"C0AC80","2020-03-13 00:00:00","40.000","223.000","0.500","19.600","0.900","1011.800","","0.500","-99.000","-99.000","-99.000","23.900","","17.600",""
"C0M810","2020-03-13 00:00:00","1354.000","279.000","0.900","15.800","0.980","869.700","","0.000","-99.000","-99.000","-99.000","20.300","","12.500",""
"C0I360","2020-03-13 00:00:00","300.000","92.000","2.000","21.300","0.810","981.400","","0.000","-99.000","-99.000","-99.000","25.900","","16.900",""
"C0C620","2020-03-13 00:00:00","19.000","312.000","0.800","19.600","0.950","1013.600","","3.500","-99.000","-99.000","-99.000","21.500","","17.200",""
"C0M850","2020-03-13 00:00:00","695.000","0.000","0.000","19.700","0.960","938.300","","0.000","-99.000","-99.000","-99.000","25.800","","15.400",""
"C0UA20","2020-03-13 00:00:00","2619.000","203.000","7.200","7.600","1.000","-99.000","","1.000","-99.000","-99.000","-99.000","7.700","","6.000",""
"C0F9V0","2020-03-13 00:00:00","525.000","195.000","3.700","21.700","0.880","957.800","","0.000","-99.000","-99.000","-99.000","24.500","","16.500",""
"C0T900","2020-03-13 00:00:00","160.000","0.000","0.000","17.800","0.930","995.700","","0.000","-99.000","-99.000","-99.000","24.500","","15.000",""
"C0K440","2020-03-13 00:00:00","35.000","352.000","1.700","20.100","0.990","1012.800","","0.000","-99.000","-99.000","-99.000","23.300","","18.400",""
"C0Z250","2020-03-13 00:00:00","1124.000","299.000","1.700","15.800","0.990","892.100","","0.000","-99.000","-99.000","-99.000","18.500","","11.400",""
"C0F0A0","2020-03-13 00:00:00","3587.000","192.000","4.200","2.300","1.000","663.600","","2.500","15.100","226.000","","2.600","","1.200",""
"C0G860","2020-03-13 00:00:00","45.000","1.000","0.900","20.900","0.970","1010.400","","0.000","-99.000","-99.000","-99.000","25.200","","18.500",""
"C0V790","2020-03-13 00:00:00","410.000","33.000","2.200","22.100","0.810","969.500","","0.000","-99.000","-99.000","-99.000","27.900","","17.700",""
"C0Z200","2020-03-13 00:00:00","153.000","0.000","0.000","18.600","0.990","998.900","","0.000","-99.000","-99.000","-99.000","23.300","","15.500",""
"C0K520","2020-03-13 00:00:00","10.000","32.000","1.800","20.600","0.860","1014.600","","0.000","-99.000","-99.000","-99.000","24.300","","18.600",""
"C0X250","2020-03-13 00:00:00","33.000","13.000","1.400","21.600","0.820","1012.600","","0.000","-99.000","-99.000","-99.000","28.700","","18.600",""
"C0S940","2020-03-13 00:00:00","150.000","216.000","1.600","21.700","0.960","997.500","","1.000","-99.000","-99.000","-99.000","22.500","","17.000",""
"CM0110","2020-03-13 00:00:00","7.000","42.000","2.200","20.300","0.820","1016.300","","-99.000","-99.000","-99.000","-99.000","20.900","","19.200",""
"C0A970","2020-03-13 00:00:00","96.000","308.000","3.800","19.300","0.990","1005.500","","4.000","-99.000","-99.000","-99.000","21.100","","15.400",""
"C0U990","2020-03-13 00:00:00","31.000","68.000","0.700","19.600","0.910","1012.700","","0.000","-99.000","-99.000","-99.000","23.000","","15.300",""
"C0D590","2020-03-13 00:00:00","143.000","20.000","0.800","17.500","0.970","1001.800","","4.000","-99.000","-99.000","-99.000","20.300","","16.100",""
"C0S790","2020-03-13 00:00:00","236.000","252.000","1.200","22.300","0.870","990.700","","0.500","-99.000","-99.000","-99.000","25.100","","16.500",""
"C0A570","2020-03-13 00:00:00","360.000","94.000","1.200","16.400","0.980","975.700","","0.000","-99.000","-99.000","-99.000","22.400","","14.800",""
"C0M800","2020-03-13 00:00:00","440.000","0.000","0.000","20.500","0.900","967.600","","0.000","-99.000","-99.000","-99.000","26.700","","16.500",""
"C0E870","2020-03-13 00:00:00","34.000","329.000","0.700","18.500","0.990","1015.200","","0.000","-99.000","-99.000","-99.000","20.300","","17.200",""
"C0V490","2020-03-13 00:00:00","20.000","348.000","0.300","25.200","0.760","1014.100","","0.000","-99.000","-99.000","-99.000","28.400","","21.000",""
"C0M710","2020-03-13 00:00:00","15.000","360.000","1.600","20.700","0.860","1015.100","","0.000","-99.000","-99.000","-99.000","23.800","","19.000",""
"C0D570","2020-03-13 00:00:00","15.000","347.000","0.500","18.800","0.980","1015.800","","0.500","-99.000","-99.000","-99.000","20.700","","16.700",""
"C0S910","2020-03-13 00:00:00","212.000","0.000","0.200","23.400","0.990","993.200","","1.000","-99.000","-99.000","-99.000","24.900","","19.200",""
"C0M650","2020-03-13 00:00:00","20.000","355.000","1.200","20.700","0.870","1014.600","","0.000","-99.000","-99.000","-99.000","26.000","","17.900",""
"C0K280","2020-03-13 00:00:00","23.000","19.000","1.500","20.600","0.910","1016.200","","0.000","-99.000","-99.000","-99.000","26.300","","17.600",""
"C0X310","2020-03-13 00:00:00","9.000","38.000","2.200","21.600","0.840","1015.900","","0.000","-99.000","-99.000","-99.000","24.200","","18.700",""
"C0V810","2020-03-13 00:00:00","32.000","0.000","0.000","24.100","0.780","1011.500","","0.000","-99.000","-99.000","-99.000","27.700","","19.700",""
"C0E730","2020-03-13 00:00:00","26.000","323.000","1.200","18.500","0.910","1012.900","","0.500","-99.000","-99.000","-99.000","20.400","","17.200",""
"C0X190","2020-03-13 00:00:00","10.000","25.000","2.400","21.900","0.860","1014.500","","0.000","-99.000","-99.000","-99.000","26.300","","19.200",""
"C0V770","2020-03-13 00:00:00","26.000","60.000","0.300","23.600","0.790","1013.000","","0.000","-99.000","-99.000","-99.000","29.000","","18.800",""
"C0UA10","2020-03-13 00:00:00","1711.000","344.000","0.900","14.900","0.910","834.500","","0.000","-99.000","-99.000","-99.000","15.500","","6.600",""
"C0R660","2020-03-13 00:00:00","20.000","42.000","1.400","24.100","0.830","1014.500","","0.000","-99.000","-99.000","-99.000","28.200","","18.700",""
"C0M640","2020-03-13 00:00:00","155.000","271.000","0.300","20.800","0.940","998.300","","0.000","-99.000","-99.000","-99.000","26.700","","17.600",""
"C0S660","2020-03-13 00:00:00","794.000","215.000","1.200","15.900","0.970","929.300","","0.000","-99.000","-99.000","-99.000","21.800","","12.900",""
"C0G900","2020-03-13 00:00:00","20.000","28.000","1.900","20.500","0.930","1013.500","","0.000","-99.000","-99.000","-99.000","21.400","","19.200",""
"C0AD40","2020-03-13 00:00:00","32.000","245.000","0.500","19.900","0.850","1013.000","","0.500","-99.000","-99.000","-99.000","23.400","","17.200",""
"C0UA00","2020-03-13 00:00:00","392.000","229.000","0.600","17.400","0.890","971.900","","0.000","-99.000","-99.000","-99.000","23.300","","13.100",""
"C0I080","2020-03-13 00:00:00","536.000","0.000","0.000","19.300","0.870","959.000","","0.000","-99.000","-99.000","-99.000","26.600","","15.800",""
"C0UA30","2020-03-13 00:00:00","1397.000","199.000","0.700","16.000","0.860","863.300","","0.000","-99.000","-99.000","-99.000","16.800","","7.100",""
"C0Z270","2020-03-13 00:00:00","343.000","201.000","1.400","19.200","0.960","976.800","","0.000","-99.000","-99.000","-99.000","20.700","","14.300",""
"C0G750","2020-03-13 00:00:00","31.000","17.000","0.700","20.200","0.880","1014.000","","-99.000","-99.000","-99.000","-99.000","23.400","","18.200",""
"C0A550","2020-03-13 00:00:00","422.000","288.000","0.300","17.000","1.000","968.900","","0.500","-99.000","-99.000","-99.000","20.900","","13.800",""
"C0G830","2020-03-13 00:00:00","27.000","5.000","1.900","20.100","1.000","1012.000","","0.000","-99.000","-99.000","-99.000","22.700","","18.300",""
"C0E810","2020-03-13 00:00:00","53.000","342.000","0.900","17.800","0.980","1011.700","","0.000","-99.000","-99.000","-99.000","20.600","","16.000",""
"C0D580","2020-03-13 00:00:00","120.000","0.000","0.000","18.000","0.980","1003.500","","0.500","-99.000","-99.000","-99.000","18.800","","14.700",""
"C0M660","2020-03-13 00:00:00","40.000","339.000","1.800","20.800","0.890","1012.600","","0.000","-99.000","-99.000","-99.000","24.400","","18.300",""
"C0K330","2020-03-13 00:00:00","38.000","339.000","1.300","20.400","1.000","1012.000","","0.000","-99.000","-99.000","-99.000","25.400","","18.400",""
"C0E830","2020-03-13 00:00:00","37.000","6.000","2.000","18.900","0.900","1012.700","","2.000","-99.000","-99.000","-99.000","20.200","","17.500",""
"C0X290","2020-03-13 00:00:00","10.000","33.000","2.600","21.500","0.860","1015.200","","0.000","-99.000","-99.000","-99.000","24.800","","19.100",""
"C0U760","2020-03-13 00:00:00","22.000","0.000","0.000","18.300","0.990","1014.500","","2.000","-99.000","-99.000","-99.000","24.000","","15.700",""
"C0U780","2020-03-13 00:00:00","15.000","287.000","0.700","19.600","0.990","1014.200","","0.500","-99.000","-99.000","-99.000","23.300","","14.700",""
"C0H9C0","2020-03-13 00:00:00","3402.000","308.000","1.600","4.800","1.000","677.200","","3.500","-99.000","-99.000","-99.000","4.900","","2.900",""
"C0R720","2020-03-13 00:00:00","214.000","227.000","2.700","22.800","0.940","992.000","","0.000","-99.000","-99.000","-99.000","24.300","","18.000",""
"C0K470","2020-03-13 00:00:00","97.000","0.000","0.000","20.000","0.990","1005.300","","0.000","-99.000","-99.000","-99.000","25.000","","16.100",""
"C0T9N0","2020-03-13 00:00:00","261.000","153.000","2.400","21.300","0.850","986.200","","5.500","-99.000","-99.000","-99.000","22.300","","15.100",""
"CM0180","2020-03-13 00:00:00","313.000","0.000","0.000","21.200","0.910","981.800","","0.000","-99.000","-99.000","-99.000","29.500","","17.300",""
"C0Z070","2020-03-13 00:00:00","247.000","133.000","0.300","18.900","0.990","987.300","","0.000","-99.000","-99.000","-99.000","19.800","","14.800",""
"C0Z280","2020-03-13 00:00:00","224.000","144.000","0.600","18.900","0.990","991.700","","0.000","-99.000","-99.000","-99.000","20.000","","15.200",""
"C0SA40","2020-03-13 00:00:00","200.000","0.000","0.100","20.900","0.920","993.600","","0.000","-99.000","-99.000","-99.000","23.500","","15.900",""
"C0V440","2020-03-13 00:00:00","27.000","0.000","0.100","23.900","0.800","1012.600","","0.000","-99.000","-99.000","-99.000","29.400","","18.300",""
"C0R490","2020-03-13 00:00:00","49.000","18.000","1.800","24.300","0.810","1010.000","","0.000","-99.000","-99.000","-99.000","29.700","","19.200",""
"C0B010","2020-03-13 00:00:00","38.000","230.000","2.600","20.300","0.870","1009.800","","0.500","-99.000","-99.000","-99.000","22.000","","17.800",""
"C0X230","2020-03-13 00:00:00","29.000","353.000","1.200","20.900","0.880","1014.300","","0.000","-99.000","-99.000","-99.000","27.600","","17.400",""
"C0S770","2020-03-13 00:00:00","375.000","262.000","0.900","20.500","0.960","973.200","","0.000","-99.000","-99.000","-99.000","22.500","","16.000",""
"C0K480","2020-03-13 00:00:00","56.000","4.000","1.800","20.200","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","24.100","","18.300",""
"C0R540","2020-03-13 00:00:00","17.000","1.000","0.800","24.900","0.810","1013.700","","0.000","-99.000","-99.000","-99.000","29.100","","19.200",""
