"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0S740","2020-03-13 15:00:00","289.000","47.000","3.300","24.100","0.810","981.200","","0.500","-99.000","-99.000","-99.000","27.100","","17.800",""
"C0A940","2020-03-13 15:00:00","49.000","14.000","1.500","18.500","0.990","1009.800","","23.000","-99.000","-99.000","-99.000","20.700","","18.200",""
"C0T870","2020-03-13 15:00:00","135.000","0.000","0.200","22.600","0.870","998.500","","0.000","-99.000","-99.000","-99.000","23.500","","16.800",""
"C0O930","2020-03-13 15:00:00","69.000","303.000","1.200","30.100","0.680","1004.700","","0.000","-99.000","-99.000","-99.000","31.600","","19.200",""
"C0AI40","2020-03-13 15:00:00","37.000","250.000","0.400","20.400","0.880","1010.800","","24.500","-99.000","-99.000","-99.000","20.800","","18.900",""
"C0C460","2020-03-13 15:00:00","482.000","0.000","0.000","18.700","0.970","961.100","","17.000","-99.000","-99.000","-99.000","19.400","","16.400",""
"C0E520","2020-03-13 15:00:00","320.000","350.000","1.300","23.800","0.810","979.200","","0.000","-99.000","-99.000","-99.000","28.100","","17.400",""
"C0T9D0","2020-03-13 15:00:00","7.000","130.000","0.400","24.700","0.800","1014.400","","0.000","-99.000","-99.000","-99.000","26.000","","18.800",""
"C0I390","2020-03-13 15:00:00","1184.000","248.000","1.900","22.400","0.640","886.900","","0.000","7.000","284.000","","23.500","","16.100",""
"C0B020","2020-03-13 15:00:00","86.000","347.000","4.500","17.900","1.000","1003.400","","13.500","-99.000","-99.000","-99.000","20.400","","17.900",""
"CM0170","2020-03-13 15:00:00","106.000","270.000","3.500","26.800","0.680","1002.400","","0.000","-99.000","-99.000","-99.000","27.300","","18.600",""
"C0F860","2020-03-13 15:00:00","2215.000","212.000","2.000","12.800","0.990","782.000","","0.000","-99.000","-99.000","-99.000","14.900","","10.800",""
"C0U890","2020-03-13 15:00:00","116.000","112.000","3.200","22.600","0.990","1001.600","","2.000","-99.000","-99.000","-99.000","26.300","","18.000",""
"C0G800","2020-03-13 15:00:00","15.000","342.000","3.100","24.300","0.890","1012.500","","0.000","8.300","331.000","","27.300","","18.900",""
"C0F850","2020-03-13 15:00:00","379.000","302.000","3.200","25.400","0.720","970.200","","0.000","-99.000","-99.000","-99.000","27.800","","18.200",""
"C0Z160","2020-03-13 15:00:00","124.000","20.000","1.200","22.700","0.830","1003.000","","0.000","-99.000","-99.000","-99.000","23.800","","17.600",""
"C0R540","2020-03-13 15:00:00","17.000","283.000","4.600","28.100","0.700","1010.500","","0.000","-99.000","-99.000","-99.000","29.900","","22.400",""
"C0K480","2020-03-13 15:00:00","56.000","318.000","3.800","26.100","0.840","1007.000","","0.000","-99.000","-99.000","-99.000","27.600","","18.500",""
"C0S770","2020-03-13 15:00:00","375.000","136.000","1.600","21.100","0.980","971.300","","0.000","-99.000","-99.000","-99.000","24.200","","19.200",""
"C0X230","2020-03-13 15:00:00","29.000","317.000","5.100","25.100","0.770","1011.700","","0.000","-99.000","-99.000","-99.000","26.900","","19.000",""
"C0B010","2020-03-13 15:00:00","38.000","45.000","0.400","19.500","1.000","1008.400","","22.500","-99.000","-99.000","-99.000","22.000","","18.800",""
"C0D660","2020-03-13 15:00:00","65.000","-99.000","-99.000","20.600","0.900","1007.500","","11.500","-99.000","-99.000","-99.000","21.800","","18.100",""
"C0R490","2020-03-13 15:00:00","49.000","258.000","5.000","29.900","0.560","1006.400","","0.000","-99.000","-99.000","-99.000","30.300","","22.400",""
"C0V440","2020-03-13 15:00:00","27.000","307.000","2.500","27.800","0.630","1009.600","","0.000","-99.000","-99.000","-99.000","29.800","","22.100",""
"C0SA40","2020-03-13 15:00:00","200.000","155.000","2.200","25.700","0.730","990.600","","0.000","-99.000","-99.000","-99.000","29.600","","18.500",""
"C0Z280","2020-03-13 15:00:00","224.000","60.000","2.100","22.500","0.870","989.800","","0.000","-99.000","-99.000","-99.000","24.500","","17.600",""
"C0Z070","2020-03-13 15:00:00","247.000","32.000","1.900","22.100","0.920","985.500","","0.000","-99.000","-99.000","-99.000","26.100","","17.500",""
"CM0180","2020-03-13 15:00:00","313.000","129.000","0.800","28.700","0.550","978.200","","0.000","-99.000","-99.000","-99.000","31.500","","20.200",""
"C0T9N0","2020-03-13 15:00:00","261.000","8.000","1.700","24.700","0.770","983.900","","0.000","8.300","21.000","","27.100","","17.800",""
"C0K470","2020-03-13 15:00:00","97.000","302.000","1.900","28.000","0.700","1002.200","","0.000","-99.000","-99.000","-99.000","28.000","","18.300",""
"C0R720","2020-03-13 15:00:00","214.000","5.000","3.600","22.800","0.940","989.900","","0.000","-99.000","-99.000","-99.000","25.600","","22.700",""
"C0V650","2020-03-13 15:00:00","28.000","325.000","5.300","26.100","0.790","1012.200","","0.000","-99.000","-99.000","-99.000","27.200","","21.100",""
"C0H9C0","2020-03-13 15:00:00","3402.000","313.000","1.400","4.900","1.000","676.400","","2.000","-99.000","-99.000","-99.000","4.900","","3.400",""
"C0U780","2020-03-13 15:00:00","15.000","60.000","1.700","23.200","0.970","1012.700","","4.000","-99.000","-99.000","-99.000","24.300","","18.400",""
"C0U760","2020-03-13 15:00:00","22.000","0.000","0.200","23.400","0.810","1013.200","","0.000","-99.000","-99.000","-99.000","26.100","","17.900",""
"C0X290","2020-03-13 15:00:00","10.000","338.000","3.300","24.500","0.850","1012.900","","0.000","-99.000","-99.000","-99.000","25.700","","19.900",""
"C0E830","2020-03-13 15:00:00","37.000","14.000","2.300","21.600","0.860","1010.200","","0.000","-99.000","-99.000","-99.000","24.000","","18.200",""
"C0K330","2020-03-13 15:00:00","38.000","318.000","3.300","26.200","0.720","1009.200","","0.000","-99.000","-99.000","-99.000","28.300","","18.600",""
"C0M660","2020-03-13 15:00:00","40.000","298.000","4.200","26.300","0.740","1009.600","","0.000","-99.000","-99.000","-99.000","26.800","","18.700",""
"C0D580","2020-03-13 15:00:00","120.000","0.000","0.000","20.300","0.960","1001.200","","13.000","-99.000","-99.000","-99.000","21.600","","17.500",""
"C0R640","2020-03-13 15:00:00","21.000","295.000","7.100","25.800","0.900","1011.500","","0.000","-99.000","-99.000","-99.000","29.500","","23.600",""
"C0E810","2020-03-13 15:00:00","53.000","349.000","2.800","22.200","0.890","1009.400","","0.000","-99.000","-99.000","-99.000","27.000","","17.600",""
"C0G830","2020-03-13 15:00:00","27.000","310.000","5.800","24.800","0.910","1009.400","","0.000","-99.000","-99.000","-99.000","27.300","","18.900",""
"C0G750","2020-03-13 15:00:00","31.000","269.000","2.600","24.400","0.800","1011.600","","-99.000","-99.000","-99.000","-99.000","27.100","","18.600",""
"C0Z270","2020-03-13 15:00:00","343.000","65.000","0.500","20.700","0.990","975.800","","0.000","-99.000","-99.000","-99.000","21.200","","18.900",""
"C0UA30","2020-03-13 15:00:00","1397.000","97.000","0.600","18.200","0.990","861.700","","0.000","-99.000","-99.000","-99.000","19.000","","14.100",""
"C0I080","2020-03-13 15:00:00","536.000","330.000","0.300","26.400","0.640","955.800","","0.000","-99.000","-99.000","-99.000","28.800","","17.600",""
"C0UA00","2020-03-13 15:00:00","392.000","123.000","0.500","24.000","0.780","970.400","","0.000","-99.000","-99.000","-99.000","26.800","","15.700",""
"C0AD40","2020-03-13 15:00:00","32.000","346.000","2.800","20.500","0.900","1011.400","","55.000","-99.000","-99.000","-99.000","21.400","","18.400",""
"C0G900","2020-03-13 15:00:00","20.000","5.000","5.200","23.100","0.890","1011.100","","0.000","-99.000","-99.000","-99.000","25.800","","19.600",""
"C0S660","2020-03-13 15:00:00","794.000","73.000","1.600","23.000","0.730","926.400","","0.000","6.900","95.000","","25.200","","15.400",""
"C0M640","2020-03-13 15:00:00","155.000","321.000","1.400","27.300","0.670","995.600","","0.000","-99.000","-99.000","-99.000","28.100","","19.000",""
"C0R660","2020-03-13 15:00:00","20.000","348.000","6.100","26.000","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","27.100","","22.300",""
"C0UA10","2020-03-13 15:00:00","1711.000","205.000","0.300","16.600","1.000","832.700","","0.000","-99.000","-99.000","-99.000","19.100","","13.000",""
"C0V770","2020-03-13 15:00:00","26.000","294.000","2.100","28.600","0.630","1010.100","","0.000","-99.000","-99.000","-99.000","29.700","","21.200",""
"C0E730","2020-03-13 15:00:00","26.000","17.000","1.300","21.100","0.880","1010.600","","1.500","-99.000","-99.000","-99.000","23.300","","18.100",""
"C0V810","2020-03-13 15:00:00","32.000","305.000","4.200","25.100","0.810","1008.800","","0.000","-99.000","-99.000","-99.000","26.200","","21.700",""
"C0X310","2020-03-13 15:00:00","9.000","320.000","5.700","25.000","0.780","1013.700","","0.000","-99.000","-99.000","-99.000","25.000","","20.100",""
"C0K280","2020-03-13 15:00:00","23.000","295.000","0.700","25.800","0.760","1013.700","","0.000","-99.000","-99.000","-99.000","28.800","","18.800",""
"C0M650","2020-03-13 15:00:00","20.000","312.000","2.900","25.200","0.790","1012.000","","0.000","-99.000","-99.000","-99.000","27.100","","18.900",""
"C0S910","2020-03-13 15:00:00","212.000","30.000","1.600","23.600","0.990","991.000","","0.000","-99.000","-99.000","-99.000","26.100","","23.300",""
"C0D570","2020-03-13 15:00:00","15.000","354.000","1.100","21.300","0.970","1013.500","","4.500","-99.000","-99.000","-99.000","23.300","","18.300",""
"C0M710","2020-03-13 15:00:00","15.000","316.000","4.400","24.300","0.810","1012.600","","0.000","-99.000","-99.000","-99.000","25.600","","19.200",""
"C0V490","2020-03-13 15:00:00","20.000","349.000","3.000","25.800","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","27.700","","22.800",""
"C0E870","2020-03-13 15:00:00","34.000","20.000","2.100","21.500","0.930","1012.700","","0.500","-99.000","-99.000","-99.000","25.100","","18.300",""
"C0M800","2020-03-13 15:00:00","440.000","269.000","3.200","27.600","0.600","963.900","","0.000","-99.000","-99.000","-99.000","28.400","","18.600",""
"C0A570","2020-03-13 15:00:00","360.000","228.000","1.600","19.800","0.930","973.700","","11.000","-99.000","-99.000","-99.000","19.800","","16.500",""
"C0S790","2020-03-13 15:00:00","236.000","17.000","0.800","22.300","0.900","988.800","","0.000","-99.000","-99.000","-99.000","27.800","","21.200",""
"C0D590","2020-03-13 15:00:00","143.000","43.000","2.200","19.700","0.960","999.700","","40.000","-99.000","-99.000","-99.000","20.800","","17.500",""
"C0U990","2020-03-13 15:00:00","31.000","149.000","1.200","23.800","0.770","1011.200","","1.500","-99.000","-99.000","-99.000","25.300","","18.700",""
"C0M700","2020-03-13 15:00:00","150.000","278.000","0.900","27.800","0.690","997.000","","0.000","-99.000","-99.000","-99.000","28.900","","18.400",""
"C0A970","2020-03-13 15:00:00","96.000","339.000","7.200","17.900","0.990","1004.100","","12.000","-99.000","-99.000","-99.000","19.500","","17.900",""
"CM0110","2020-03-13 15:00:00","7.000","351.000","3.200","23.400","0.770","1013.900","","-99.000","-99.000","-99.000","-99.000","25.300","","19.400",""
"C0S940","2020-03-13 15:00:00","150.000","22.000","1.400","22.000","0.930","996.800","","0.500","-99.000","-99.000","-99.000","24.200","","21.600",""
"C0X250","2020-03-13 15:00:00","33.000","299.000","2.700","26.700","0.700","1009.900","","0.000","-99.000","-99.000","-99.000","28.200","","19.600",""
"C0K520","2020-03-13 15:00:00","10.000","310.000","3.400","24.800","0.790","1012.100","","0.000","-99.000","-99.000","-99.000","26.700","","19.000",""
"C0Z200","2020-03-13 15:00:00","153.000","66.000","1.000","22.200","0.990","997.800","","0.000","-99.000","-99.000","-99.000","24.100","","16.900",""
"C0V740","2020-03-13 15:00:00","60.000","304.000","2.800","29.500","0.580","1006.700","","0.000","-99.000","-99.000","-99.000","30.400","","21.100",""
"C0V790","2020-03-13 15:00:00","410.000","253.000","3.500","28.200","0.530","966.000","","0.000","-99.000","-99.000","-99.000","30.400","","19.700",""
"C0G860","2020-03-13 15:00:00","45.000","307.000","3.900","27.200","0.700","1007.900","","0.000","-99.000","-99.000","-99.000","28.400","","19.600",""
"C0F0A0","2020-03-13 15:00:00","3587.000","196.000","5.400","2.100","1.000","662.900","","0.500","13.000","210.000","","2.700","","1.000",""
"C0Z250","2020-03-13 15:00:00","1124.000","128.000","0.600","17.100","0.990","890.700","","0.000","-99.000","-99.000","-99.000","20.300","","14.700",""
"C0K440","2020-03-13 15:00:00","35.000","296.000","4.700","24.000","0.910","1010.100","","0.000","-99.000","-99.000","-99.000","26.900","","18.500",""
"C0T900","2020-03-13 15:00:00","160.000","139.000","0.500","22.300","0.810","994.500","","0.000","-99.000","-99.000","-99.000","25.300","","17.500",""
"C0F9V0","2020-03-13 15:00:00","525.000","291.000","3.700","25.900","0.730","954.900","","0.000","-99.000","-99.000","-99.000","27.300","","19.500",""
"C0UA20","2020-03-13 15:00:00","2619.000","204.000","4.200","10.700","0.810","-99.000","","0.000","-99.000","-99.000","-99.000","12.200","","6.400",""
"C0M850","2020-03-13 15:00:00","695.000","0.000","0.100","27.900","0.590","935.000","","0.000","-99.000","-99.000","-99.000","28.900","","18.400",""
"C0C620","2020-03-13 15:00:00","19.000","360.000","1.900","20.200","0.970","1011.600","","36.500","-99.000","-99.000","-99.000","22.000","","19.000",""
"C0I360","2020-03-13 15:00:00","300.000","264.000","4.200","27.000","0.560","978.300","","0.000","-99.000","-99.000","-99.000","27.800","","18.900",""
"C0M810","2020-03-13 15:00:00","1354.000","309.000","1.700","20.700","0.820","867.300","","0.000","-99.000","-99.000","-99.000","22.100","","15.600",""
"C0AC80","2020-03-13 15:00:00","40.000","0.000","0.200","20.600","0.950","1009.900","","54.000","-99.000","-99.000","-99.000","21.600","","18.600",""
"CM0140","2020-03-13 15:00:00","26.000","66.000","1.400","24.000","0.750","1011.700","","0.000","-99.000","-99.000","-99.000","25.900","","23.100",""
"C0SA20","2020-03-13 15:00:00","857.000","26.000","2.000","18.400","1.000","918.800","","0.000","-99.000","-99.000","-99.000","24.700","","18.100",""
"C0K490","2020-03-13 15:00:00","91.000","300.000","2.600","27.800","0.660","1002.800","","0.000","-99.000","-99.000","-99.000","28.400","","18.400",""
"C0V820","2020-03-13 15:00:00","441.000","223.000","1.500","28.400","0.590","965.400","","0.000","-99.000","-99.000","-99.000","29.700","","18.800",""
"C0S810","2020-03-13 15:00:00","65.000","31.000","2.100","24.100","0.820","1008.600","","0.000","-99.000","-99.000","-99.000","27.800","","21.100",""
"C0R580","2020-03-13 15:00:00","10.000","278.000","3.200","28.800","0.720","1011.400","","0.000","-99.000","-99.000","-99.000","29.800","","22.500",""
"C0Z330","2020-03-13 15:00:00","488.000","97.000","1.200","21.400","0.850","960.700","","0.000","-99.000","-99.000","-99.000","26.200","","17.700",""
"C0E590","2020-03-13 15:00:00","40.000","340.000","1.200","22.600","0.840","1009.200","","0.000","-99.000","-99.000","-99.000","26.100","","17.700",""
"C0D540","2020-03-13 15:00:00","227.000","317.000","0.300","20.100","0.950","989.600","","6.000","-99.000","-99.000","-99.000","21.000","","17.000",""
"C0K420","2020-03-13 15:00:00","42.000","331.000","4.100","25.300","0.730","1008.900","","0.000","-99.000","-99.000","-99.000","27.900","","18.500",""
"C0Z180","2020-03-13 15:00:00","34.000","96.000","1.100","23.500","0.800","1010.200","","0.000","-99.000","-99.000","-99.000","23.900","","19.700",""
"C0M720","2020-03-13 15:00:00","225.000","302.000","2.100","26.800","0.670","987.800","","0.000","-99.000","-99.000","-99.000","27.400","","18.100",""
"C0V450","2020-03-13 15:00:00","51.000","288.000","2.900","28.600","0.590","1007.000","","0.000","-99.000","-99.000","-99.000","30.300","","22.100",""
"C0R280","2020-03-13 15:00:00","242.000","59.000","1.200","24.800","0.860","986.800","","0.000","-99.000","-99.000","-99.000","28.400","","21.400",""
"C0E610","2020-03-13 15:00:00","850.000","248.000","0.300","20.600","0.830","920.900","","0.500","-99.000","-99.000","-99.000","24.600","","17.200",""
"C0V610","2020-03-13 15:00:00","22.000","301.000","4.000","25.900","0.790","1010.800","","0.000","-99.000","-99.000","-99.000","27.700","","21.000",""
"C0Z310","2020-03-13 15:00:00","59.000","197.000","1.100","23.200","0.940","1007.800","","0.000","-99.000","-99.000","-99.000","24.100","","19.800",""
"C0S700","2020-03-13 15:00:00","507.000","70.000","1.000","19.700","0.970","958.000","","0.000","-99.000","-99.000","-99.000","25.200","","18.700",""
"C0T9G0","2020-03-13 15:00:00","605.000","44.000","0.700","18.800","0.990","948.200","","0.000","-99.000","-99.000","-99.000","21.300","","18.000",""
"C0U520","2020-03-13 15:00:00","517.000","50.000","0.400","20.700","0.990","957.900","","3.000","-99.000","-99.000","-99.000","24.800","","16.300",""
"C0E750","2020-03-13 15:00:00","62.000","24.000","1.300","21.900","0.840","1005.700","","0.000","-99.000","-99.000","-99.000","25.500","","18.100",""
"C0G660","2020-03-13 15:00:00","27.000","316.000","5.000","25.700","0.770","1012.500","","0.000","-99.000","-99.000","-99.000","27.800","","19.300",""
"C0W140","2020-03-13 15:00:00","21.000","130.000","1.400","19.700","0.840","1013.500","","0.000","-99.000","-99.000","-99.000","21.600","","15.500",""
"C0U720","2020-03-13 15:00:00","1260.000","354.000","1.200","19.300","0.990","887.600","","0.000","-99.000","-99.000","-99.000","20.200","","13.600",""
"C0R690","2020-03-13 15:00:00","248.000","309.000","0.500","26.100","0.790","985.500","","0.000","-99.000","-99.000","-99.000","28.600","","22.100",""
"C0X150","2020-03-13 15:00:00","18.000","323.000","2.100","27.900","0.720","1012.800","","0.000","-99.000","-99.000","-99.000","28.200","","20.300",""
"C0Z050","2020-03-13 15:00:00","830.000","140.000","0.700","20.300","0.850","923.300","","0.000","-99.000","-99.000","-99.000","22.600","","16.100",""
"C0I490","2020-03-13 15:00:00","1601.000","256.000","3.700","18.000","0.840","843.300","","0.000","-99.000","-99.000","-99.000","22.900","","13.800",""
"C0I090","2020-03-13 15:00:00","910.000","290.000","1.700","21.900","0.890","914.200","","0.000","-99.000","-99.000","-99.000","23.700","","17.200",""
"C0X240","2020-03-13 15:00:00","394.000","328.000","1.000","26.500","0.700","970.100","","0.000","-99.000","-99.000","-99.000","27.200","","18.200",""
"C0S990","2020-03-13 15:00:00","409.000","40.000","2.200","21.300","0.980","968.700","","0.000","-99.000","-99.000","-99.000","26.500","","21.300",""
"C0E850","2020-03-13 15:00:00","104.000","340.000","0.600","20.800","0.900","1002.600","","0.500","-99.000","-99.000","-99.000","23.900","","17.500",""
"C0T9B0","2020-03-13 15:00:00","558.000","156.000","0.600","19.200","0.990","952.400","","0.000","-99.000","-99.000","-99.000","21.900","","17.800",""
"C0G650","2020-03-13 15:00:00","34.000","322.000","2.000","27.700","0.710","1009.800","","0.000","-99.000","-99.000","-99.000","29.300","","19.800",""
"C0K580","2020-03-13 15:00:00","26.000","324.000","3.200","25.400","0.920","1012.300","","0.000","-99.000","-99.000","-99.000","27.900","","18.800",""
"C0X050","2020-03-13 15:00:00","25.000","301.000","3.900","28.400","0.720","1009.600","","0.000","-99.000","-99.000","-99.000","29.500","","19.300",""
"CM0100","2020-03-13 15:00:00","25.000","61.000","1.500","21.100","0.830","1012.100","","30.000","-99.000","-99.000","-99.000","22.300","","18.600",""
"C0AC70","2020-03-13 15:00:00","71.000","287.000","0.500","20.300","0.970","1006.500","","60.500","-99.000","-99.000","-99.000","21.500","","18.600",""
"CM0130","2020-03-13 15:00:00","11.000","310.000","5.000","24.700","0.760","1013.500","","0.000","-99.000","-99.000","-99.000","25.000","","20.800",""
"C0W110","2020-03-13 15:00:00","16.000","29.000","4.000","14.100","0.960","1014.700","","4.500","-99.000","-99.000","-99.000","15.100","","13.000",""
"C0R670","2020-03-13 15:00:00","26.000","316.000","1.500","27.000","0.760","1012.100","","0.000","-99.000","-99.000","-99.000","27.800","","22.500",""
"C0X120","2020-03-13 15:00:00","28.000","326.000","3.200","26.500","0.740","1011.500","","0.000","-99.000","-99.000","-99.000","28.000","","19.900",""
"C0R100","2020-03-13 15:00:00","1006.000","259.000","0.800","21.400","0.830","904.200","","0.000","-99.000","-99.000","-99.000","24.200","","16.500",""
"C0C700","2020-03-13 15:00:00","151.000","6.000","1.500","18.700","0.980","998.000","","68.000","-99.000","-99.000","-99.000","20.200","","17.600",""
"C0W130","2020-03-13 15:00:00","18.000","336.000","3.000","23.900","0.820","1011.100","","0.000","-99.000","-99.000","-99.000","24.700","","20.800",""
"C0F9R0","2020-03-13 15:00:00","20.000","8.000","3.700","23.000","0.990","1013.200","","0.000","-99.000","-99.000","-99.000","26.400","","18.800",""
"C0V660","2020-03-13 15:00:00","25.000","306.000","2.600","28.400","0.700","1010.600","","0.000","-99.000","-99.000","-99.000","29.200","","20.800",""
"C0G780","2020-03-13 15:00:00","27.000","308.000","2.800","24.500","0.800","1011.300","","0.000","8.800","281.000","","27.600","","19.300",""
"C0C590","2020-03-13 15:00:00","72.000","5.000","0.800","19.200","0.960","1006.200","","56.500","-99.000","-99.000","-99.000","20.300","","18.000",""
"C0I520","2020-03-13 15:00:00","3860.000","126.000","3.500","2.200","0.910","642.200","","-99.000","18.200","54.000","","2.200","","-1.200",""
"C0M790","2020-03-13 15:00:00","15.000","294.000","0.700","26.900","0.680","1011.000","","0.000","-99.000","-99.000","-99.000","28.400","","18.800",""
"C0R130","2020-03-13 15:00:00","1040.000","262.000","2.200","23.700","0.730","897.900","","0.000","-99.000","-99.000","-99.000","24.900","","17.900",""
"C0AH30","2020-03-13 15:00:00","755.000","329.000","3.500","16.200","1.000","929.700","","24.000","-99.000","-99.000","-99.000","18.600","","16.200",""
"C0X170","2020-03-13 15:00:00","50.000","317.000","1.800","29.300","0.610","1007.000","","0.000","-99.000","-99.000","-99.000","29.500","","20.200",""
"C0K291","2020-03-13 15:00:00","8.000","334.000","4.200","24.600","0.840","1013.500","","0.000","-99.000","-99.000","-99.000","25.800","","19.200",""
"C0D480","2020-03-13 15:00:00","223.000","0.000","0.000","19.400","0.970","988.600","","27.000","-99.000","-99.000","-99.000","21.100","","16.900",""
"C0F0C0","2020-03-13 15:00:00","983.000","183.000","1.200","22.100","0.860","905.600","","0.000","-99.000","-99.000","-99.000","24.400","","18.000",""
"C0U860","2020-03-13 15:00:00","5.000","304.000","0.800","26.200","0.700","1013.100","","2.500","6.700","263.000","","26.200","","19.900",""
"C0UA50","2020-03-13 15:00:00","808.000","148.000","1.800","17.800","0.990","923.700","","0.000","-99.000","-99.000","-99.000","23.700","","14.700",""
"C0X320","2020-03-13 15:00:00","30.000","328.000","4.100","28.300","0.660","1009.300","","0.000","-99.000","-99.000","-99.000","29.400","","19.100",""
"C0T960","2020-03-13 15:00:00","120.000","49.000","0.800","22.400","0.990","1000.500","","0.000","-99.000","-99.000","-99.000","24.600","","16.500",""
"C0SA80","2020-03-13 15:00:00","136.000","105.000","1.100","23.800","0.850","998.400","","0.000","-99.000","-99.000","-99.000","28.700","","20.200",""
"C0E780","2020-03-13 15:00:00","160.000","333.000","1.300","22.500","0.870","996.000","","0.000","-99.000","-99.000","-99.000","26.500","","17.600",""
"C0A560","2020-03-13 15:00:00","405.000","321.000","2.600","24.300","0.760","967.500","","5.500","8.200","330.000","","25.800","","15.700",""
"C0X190","2020-03-13 15:00:00","10.000","321.000","2.300","26.300","0.760","1012.100","","0.000","-99.000","-99.000","-99.000","26.800","","20.300",""
"C0S950","2020-03-13 15:00:00","415.000","58.000","1.900","22.700","0.860","965.800","","0.000","-99.000","-99.000","-99.000","27.100","","19.700",""
"C0A880","2020-03-13 15:00:00","6.000","350.000","1.900","19.200","0.950","1012.900","","12.500","-99.000","-99.000","-99.000","21.300","","18.600",""
"C0I530","2020-03-13 15:00:00","3014.000","228.000","9.800","5.600","1.000","701.800","","-99.000","19.400","231.000","","6.000","","4.300",""
"C0M670","2020-03-13 15:00:00","43.000","306.000","2.400","27.500","0.680","1008.200","","0.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0Z061","2020-03-13 15:00:00","174.000","3.000","0.800","24.400","0.780","996.900","","0.000","-99.000","-99.000","-99.000","26.100","","17.700",""
"C0M730","2020-03-13 15:00:00","40.000","348.000","1.400","29.500","0.600","1008.200","","0.000","-99.000","-99.000","-99.000","30.400","","20.000",""
"C0U750","2020-03-13 15:00:00","398.000","40.000","8.500","16.900","1.000","967.700","","2.000","-99.000","-99.000","-99.000","19.100","","16.700",""
"C0A650","2020-03-13 15:00:00","287.000","227.000","1.400","19.200","0.990","982.000","","27.000","-99.000","-99.000","-99.000","22.300","","17.900",""
"C0I370","2020-03-13 15:00:00","671.000","282.000","3.000","25.300","0.600","939.500","","0.000","-99.000","-99.000","-99.000","26.500","","17.700",""
"C0S750","2020-03-13 15:00:00","2280.000","101.000","0.600","14.700","0.820","774.200","","0.000","-99.000","-99.000","-99.000","16.300","","11.500",""
"C0R650","2020-03-13 15:00:00","29.000","286.000","3.700","30.000","0.640","1010.500","","0.000","-99.000","-99.000","-99.000","30.600","","22.000",""
"C0E740","2020-03-13 15:00:00","27.000","43.000","0.800","21.600","0.960","1006.000","","0.000","-99.000","-99.000","-99.000","24.900","","18.200",""
"C0AI20","2020-03-13 15:00:00","25.000","7.000","3.400","18.100","0.980","1012.700","","36.000","-99.000","-99.000","-99.000","19.900","","18.100",""
"C0E550","2020-03-13 15:00:00","84.000","29.000","0.600","21.000","0.920","1006.200","","0.000","-99.000","-99.000","-99.000","24.700","","17.500",""
"C0X060","2020-03-13 15:00:00","19.000","324.000","3.400","27.500","0.660","1013.100","","0.000","-99.000","-99.000","-99.000","29.300","","19.300",""
"C0R510","2020-03-13 15:00:00","31.000","307.000","3.100","29.800","0.600","1009.600","","0.000","8.400","292.000","","30.700","","23.100",""
"C0AC60","2020-03-13 15:00:00","55.000","316.000","0.600","20.600","0.990","1008.800","","41.500","-99.000","-99.000","-99.000","21.200","","18.300",""
"C0UA70","2020-03-13 15:00:00","547.000","343.000","6.000","17.100","0.990","952.400","","9.000","11.300","299.000","","18.900","","15.900",""
"C0G740","2020-03-13 15:00:00","24.000","313.000","3.400","23.500","0.830","1011.800","","0.000","-99.000","-99.000","-99.000","25.800","","19.000",""
"C0F9N0","2020-03-13 15:00:00","75.000","283.000","2.700","27.500","0.670","1005.100","","0.000","-99.000","-99.000","-99.000","28.400","","20.300",""
"C0F9T0","2020-03-13 15:00:00","111.000","323.000","2.700","24.600","0.780","1000.900","","0.000","-99.000","-99.000","-99.000","27.700","","18.500",""
"C0S710","2020-03-13 15:00:00","382.000","210.000","2.300","24.100","0.780","971.100","","0.000","-99.000","-99.000","-99.000","28.000","","17.900",""
"C0M680","2020-03-13 15:00:00","37.000","295.000","2.400","26.500","0.740","1011.100","","0.000","-99.000","-99.000","-99.000","28.200","","19.100",""
"C0X220","2020-03-13 15:00:00","26.000","309.000","4.400","24.300","0.800","1010.800","","0.000","-99.000","-99.000","-99.000","25.500","","19.000",""
"C0R560","2020-03-13 15:00:00","22.000","289.000","3.700","29.200","0.630","1010.900","","0.000","-99.000","-99.000","-99.000","30.100","","22.700",""
"C0F9P0","2020-03-13 15:00:00","26.000","32.000","1.500","22.800","0.910","1012.300","","0.000","7.700","329.000","","26.400","","18.800",""
"C0O970","2020-03-13 15:00:00","71.000","312.000","2.600","29.300","0.610","1005.300","","0.000","-99.000","-99.000","-99.000","30.500","","19.100",""
"C0R700","2020-03-13 15:00:00","19.000","308.000","3.200","26.300","0.790","1011.900","","0.000","-99.000","-99.000","-99.000","27.400","","22.700",""
"C0R620","2020-03-13 15:00:00","34.000","51.000","1.600","25.600","0.850","1011.000","","0.000","-99.000","-99.000","-99.000","28.100","","24.100",""
"C0C660","2020-03-13 15:00:00","176.000","1.000","1.800","19.100","0.980","995.100","","50.500","-99.000","-99.000","-99.000","20.700","","17.300",""
